#chrom	chromStart	chromEnd	name	strand	uniprotName	geneName	geneSynonyms
chr1	23509882	23530793	Q14209	-	E2F2_HUMAN	E2F2	
chr1	23558962	23559426	Q02535	-	ID3_HUMAN	ID3	1R21; BHLHB25; HEIR1
chr1	23629554	23640546	Q8NDY4	+	MDS2_HUMAN	MDS2	
chr1	23691823	23696370	P62913-1	+	RL11_HUMAN	RPL11	
chr1	23743425	23759570	Q14241	+	ELOA1_HUMAN	ELOA	TCEB3
chr1	23778515	23787373	Q9GZP4-1	+	PITH1_HUMAN	PITHD1	C1orf128
chr1	23792682	23794729	O95372	+	LYPA2_HUMAN	LYPLA2	APT2
chr1	23795951	23799007	Q14376-1	-	GALE_HUMAN	GALE	
chr1	23802465	23825415	P35914-1	-	HMGCL_HUMAN	HMGCL	
chr1	23845717	23868286	P04066	-	FUCO_HUMAN	FUCA1	
chr1	23874537	23875617	P34972	-	CNR2_HUMAN	CNR2	CB2A; CB2B
chr1	23961457	23961874	Q9NPJ4-1	+	PNRC2_HUMAN	PNRC2	
chr1	23971144	23980255	O75494-1	-	SRS10_HUMAN	SRSF10	FUSIP1; FUSIP2; SFRS13A; TASR
chr1	24057366	24108636	Q5VTT5-1	-	MYOM3_HUMAN	MYOM3	
chr1	24120807	24143082	Q8N6P7	-	I22R1_HUMAN	IL22RA1	IL22R
chr1	24157132	24187248	Q8IU57-1	-	INLR1_HUMAN	IFNLR1	IL28RA; LICR2
chr1	24319551	24364368	Q8TE85-1	+	GRHL3_HUMAN	GRHL3	SOM; TFCP2L4
chr1	24358545	24401388	Q5TH74-1	-	STPG1_HUMAN	STPG1	C1orf201
chr1	24419547	24469182	Q6P499-1	+	NPAL3_HUMAN	NIPAL3	NPAL3
chr1	24514372	24535274	Q9UKA8-1	+	RCAN3_HUMAN	RCAN3	DSCR1L2
chr1	24595430	24605744	Q5T1S8	+	NCMAP_HUMAN	NCMAP	C1orf130
chr1	24643326	24672283	Q8IYB3-1	+	SRRM1_HUMAN	SRRM1	SRM160
chr1	24745553	24840934	Q9Y696	+	CLIC4_HUMAN	CLIC4	
chr1	24902124	24929868	Q13761-1	-	RUNX3_HUMAN	RUNX3	AML2; CBFA3; PEBP2A3
chr1	25223268	25232467	O95926-1	-	SYF2_HUMAN	SYF2	CBPIN; GCIPIP
chr1	25242591	25246963	Q9BUV0-1	-	RSRP1_HUMAN	RSRP1	C1orf63
chr1	25272547	25328921	Q02161-1	+	RHD_HUMAN	RHD	
chr1	25340486	25360702	O95807	+	TM50A_HUMAN	TMEM50A	SMP1
chr1	25362529	25420786	P18577-1	-	RHCE_HUMAN	RHCE	RHC; RHE
chr1	25431098	25498463	Q8N5G2-1	+	MACOI_HUMAN	TMEM57	
chr1	25543698	25566989	Q5SW96	+	ARH_HUMAN	LDLRAP1	ARH
chr1	25617797	25783786	Q9NR34	+	MA1C1_HUMAN	MAN1C1	MAN1A3; MAN1C
chr1	25800230	25815715	Q9NZV5-1	+	SELN_HUMAN	SELENON	SELN; SEPN1
chr1	25823104	25832023	Q9H019-1	+	MFR1L_HUMAN	MTFR1L	FAM54B
chr1	25834995	25859357	Q9H7T9-1	-	AUNIP_HUMAN	AUNIP	C1orf135
chr1	25862801	25863839	Q86WK9	-	MPRA_HUMAN	PAQR7	MRPA
chr1	25901018	25904676	P16949-1	-	STMN1_HUMAN	STMN1	C1orf215; LAP18; OP18
chr1	25961991	25990816	Q99487	-	PAFA2_HUMAN	PAFAH2	
chr1	26022646	26035344	Q92935	+	EXTL1_HUMAN	EXTL1	EXTL
chr1	26039162	26045896	Q9BRI3-1	-	ZNT2_HUMAN	SLC30A2	ZNT2
chr1	26051875	26067494	Q969Q1-1	-	TRI63_HUMAN	TRIM63	IRF; MURF1; RNF28; SMRZ
chr1	26114308	26122574	Q8N165	+	PDK1L_HUMAN	PDIK1L	CLIK1L
chr1	26161291	26162104	Q8TAY7	+	F110D_HUMAN	FAM110D	GRRP1
chr1	26169983	26170713	O00488	+	ZN593_HUMAN	ZNF593	ZT86
chr1	26177547	26189545	Q969H4-1	+	CNKR1_HUMAN	CNKSR1	CNK1
chr1	26190627	26202539	Q7RTX7-1	+	CTSR4_HUMAN	CATSPER4	
chr1	26239783	26277290	Q6P2H3-1	+	CEP85_HUMAN	CEP85	CCDC21
chr1	26280155	26281120	Q9H299	+	SH3L3_HUMAN	SH3BGRL3	
chr1	26282301	26302883	Q5T124-1	-	UBX11_HUMAN	UBXN11	SOC; UBXD5
chr1	26318017	26320299	P31358	+	CD52_HUMAN	CD52	CDW52; HE5
chr1	26321970	26342822	Q8N1P7	-	CRBG2_HUMAN	CRYBG2	AIM1L
chr1	26361653	26368571	Q8IZ20-1	-	ZN683_HUMAN	ZNF683	
chr1	26410891	26426455	Q9H9Z2	+	LN28A_HUMAN	LIN28A	CSDD1; LIN28; ZCCHC1
chr1	26432945	26469128	Q86SQ9-1	+	DHDDS_HUMAN	DHDDS	HDS
chr1	26472612	26475145	P05204	+	HMGN2_HUMAN	HMGN2	HMG17
chr1	26529920	26574198	Q15418-1	+	KS6A1_HUMAN	RPS6KA1	MAPKAPK1A; RSK1
chr1	26696403	26780753	O14497-1	+	ARI1A_HUMAN	ARID1A	BAF250; BAF250A; C1orf4; OSA1; SMARCF1
chr1	26790815	26797841	Q9NUD9	+	PIGV_HUMAN	PIGV	
chr1	26826804	26853840	Q9NUE0-1	+	ZDH18_HUMAN	ZDHHC18	
chr1	26863212	26863956	P31947-1	+	1433S_HUMAN	SFN	HME1
chr1	26879679	26890096	Q9H9Y4	-	GPN2_HUMAN	GPN2	ATPBD1B
chr1	26891012	26900442	Q96I76	-	GPTC3_HUMAN	GPATCH3	GPATC3
chr1	26911847	26913940	Q15466	-	NR0B2_HUMAN	NR0B2	SHP
chr1	26921848	26946178	Q9Y266	+	NUDC_HUMAN	NUDC	
chr1	26950071	26952380	Q8NAX2	-	KDF1_HUMAN	KDF1	C1orf172
chr1	26993786	26994467	Q6NT89	+	TRNP1_HUMAN	TRNP1	C1orf225; TRNP
chr1	27005946	27012670	Q96A09	-	FA46B_HUMAN	FAM46B	
chr1	27100309	27154334	P19634-1	-	SL9A1_HUMAN	SLC9A1	APNH1; NHE1
chr1	27261054	27306380	Q8N5D0-1	+	WDTC1_HUMAN	WDTC1	KIAA1037
chr1	27322197	27335463	Q9H0R3-1	+	TM222_HUMAN	TMEM222	C1orf160
chr1	27345334	27353849	Q8IYJ3-1	+	SYTL1_HUMAN	SYTL1	SLP1
chr1	27355393	27366597	O95382-1	-	M3K6_HUMAN	MAP3K6	ASK2; MAPKKK6; MEKK6
chr1	27369238	27374818	O75636-1	-	FCN3_HUMAN	FCN3	FCNH; HAKA1
chr1	27379505	27383239	Q6UWJ8-1	-	C16L2_HUMAN	CD164L2	
chr1	27393798	27394788	P46089	+	GPR3_HUMAN	GPR3	ACCA
chr1	27408191	27428890	Q9Y6W5-1	-	WASF2_HUMAN	WASF2	WAVE2
chr1	27547306	27552115	Q5TGY3	-	AHDC1_HUMAN	AHDC1	
chr1	27612916	27623916	P09769	-	FGR_HUMAN	FGR	SRC2
chr1	27666383	27669314	P09912-1	-	IFI6_HUMAN	IFI6	G1P3
chr1	27726080	27760578	Q8TAV0-1	+	FA76A_HUMAN	FAM76A	
chr1	27773307	27822326	Q86Y82	+	STX12_HUMAN	STX12	
chr1	27830835	27850443	Q12972-1	+	PP1R8_HUMAN	PPP1R8	ARD1; NIPP1
chr1	27872571	27885919	Q5TEJ8-1	+	THMS2_HUMAN	THEMIS2	C1orf38; ICB1
chr1	27892165	27914443	P15927-1	-	RFA2_HUMAN	RPA2	REPA2; RPA32; RPA34
chr1	27935183	27958835	Q92485-1	+	ASM3B_HUMAN	SMPDL3B	ASML3B
chr1	27960069	27967197	Q9H6D3	+	XKR8_HUMAN	XKR8	XRG8
chr1	27974468	28058026	Q99504-1	-	EYA3_HUMAN	EYA3	
chr1	28149995	28151021	P25105	-	PTAFR_HUMAN	PTAFR	PAFR
chr1	28201250	28232998	O75937	-	DNJC8_HUMAN	DNAJC8	SPF31
chr1	28236183	28237975	Q9UII2-1	+	ATIF1_HUMAN	ATPIF1	ATPI
chr1	28259847	28280799	P58004	+	SESN2_HUMAN	SESN2	Hi95; SEST2
chr1	28330662	28334967	Q9BUE0	+	MED18_HUMAN	MED18	
chr1	28407447	28496546	Q8IZ21-1	+	PHAR4_HUMAN	PHACTR4	
chr1	28529866	28538004	P18754-1	+	RCC1_HUMAN	RCC1	CHC1
chr1	28553110	28577633	Q9NX07-1	+	TSAP1_HUMAN	TRNAU1AP	SECP43; TRSPAP1
chr1	28593799	28594114	Q8N4Z0	+	RAB42_HUMAN	RAB42	
chr1	28603541	28622081	Q16514-1	-	TAF12_HUMAN	TAF12	TAF15; TAF2J; TAFII20
chr1	28683612	28714770	Q9Y692-1	+	GMEB1_HUMAN	GMEB1	
chr1	28737120	28768949	Q9Y5A9-1	+	YTHD2_HUMAN	YTHDF2	HGRG8
chr1	28812383	28863280	P41143	+	OPRD_HUMAN	OPRD1	OPRD
chr1	28987437	29115794	P11171-1	+	41_HUMAN	EPB41	E41P
chr1	29120907	29121828	Q69YZ2	-	T200B_HUMAN	TMEM200B	TTMB
chr1	29148412	29181752	Q08170	-	SRSF4_HUMAN	SRSF4	SFRS4; SRP75
chr1	29194024	29230906	Q9BV79-1	-	MECR_HUMAN	MECR	NBRF1
chr1	29236644	29325658	Q92729-1	+	PTPRU_HUMAN	PTPRU	FMI; PCP2; PTPRO
chr1	30713584	30723551	P21941	-	MATN1_HUMAN	MATN1	CMP; CRTM
chr1	30733830	30757745	Q13571	-	LAPM5_HUMAN	LAPTM5	KIAA0085
chr1	30873213	30908586	O75056	-	SDC3_HUMAN	SDC3	KIAA0468
chr1	30933213	31059566	Q14671-1	-	PUM1_HUMAN	PUM1	KIAA0099; PUMH1
chr1	31181705	31239547	Q4KMZ8-1	-	NKAI1_HUMAN	NKAIN1	FAM77C
chr1	31260074	31296751	Q96DI7-1	-	SNR40_HUMAN	SNRNP40	PRP8BP; SFP38; WDR57
chr1	31310098	31364190	Q9NP64-1	+	NO40_HUMAN	ZCCHC17	PS1D
chr1	31365888	31373014	P05413	-	FABPH_HUMAN	FABP3	FABP11; MDGI
chr1	31413265	31434196	Q96SA4-1	+	SERC2_HUMAN	SERINC2	TDE2L
chr1	31577148	31586976	Q9GZM7-1	+	TINAL_HUMAN	TINAGL1	GIS5; LCN7; OLRG2; TINAGL
chr1	31619192	31626977	O43613	+	OX1R_HUMAN	HCRTR1	
chr1	31630615	31644864	Q9UBV8	-	PEF1_HUMAN	PEF1	ABP32
chr1	31652653	31702193	Q07092-1	-	COGA1_HUMAN	COL16A1	
chr1	31727422	31757221	O60241-1	-	AGRB2_HUMAN	ADGRB2	BAI2
chr1	31790605	31815333	Q6ZMY3-1	-	SPOC1_HUMAN	SPOCD1	
chr1	31908854	31919065	Q12974-1	-	TP4A2_HUMAN	PTP4A2	PRL2; PTPCAAX2
chr1	32013995	32042621	Q07666-1	+	KHDR1_HUMAN	KHDRBS1	SAM68
chr1	32073047	32102670	Q9GZU3-1	+	TM39B_HUMAN	TMEM39B	
chr1	32108130	32170891	O60684	+	IMA7_HUMAN	KPNA6	IPOA7
chr1	32180345	32195192	P40222	+	TXLNA_HUMAN	TXLNA	TXLN
chr1	32201935	32205245	Q9BUN5-1	+	CC28B_HUMAN	CCDC28B	
chr1	32205681	32208079	Q4KMZ1-1	+	IQCC_HUMAN	IQCC	
chr1	32209093	32215894	A2VCK2	+	DCD2B_HUMAN	DCDC2B	
chr1	32216412	32222322	Q8WY98-1	-	TM234_HUMAN	TMEM234	C1orf91
chr1	32222441	32231193	Q13347	+	EIF3I_HUMAN	EIF3I	EIF3S2; TRIP1
chr1	32247421	32248598	Q9BTA0	+	F167B_HUMAN	FAM167B	C1orf90
chr1	32274329	32285713	P06239-1	+	LCK_HUMAN	LCK	
chr1	32292169	32333041	Q13547	+	HDAC1_HUMAN	HDAC1	RPD3L1
chr1	32334599	32336033	P49006	-	MRP_HUMAN	MARCKSL1	MLP; MRP
chr1	32361435	32362091	H3BQW9	-	F229A_HUMAN	FAM229A	
chr1	32362701	32364253	Q96PN8	+	TSSK3_HUMAN	TSSK3	SPOGA3; STK22C
chr1	32366624	32394414	Q9NW68-1	-	BSDC1_HUMAN	BSDC1	
chr1	32470624	32485415	Q8NAP8-1	+	ZBT8B_HUMAN	ZBTB8B	
chr1	32592931	32600416	Q96BR9-1	+	ZBT8A_HUMAN	ZBTB8A	BOZF1
chr1	32621864	32650529	Q8IWT0-1	-	ARCH_HUMAN	ZBTB8OS	ARCH
chr1	32651306	32679702	Q09028-1	+	RBBP4_HUMAN	RBBP4	RBAP48
chr1	32681852	32702660	Q9H7C4-1	-	SYNCI_HUMAN	SYNC	SYNC1
chr1	32765769	32772884	Q9P206-1	+	K1522_HUMAN	KIAA1522	
chr1	32775983	32817244	P54577	-	SYYC_HUMAN	YARS	
chr1	32826099	32856035	Q96BU1-1	+	S1PBP_HUMAN	S100PBP	S100PBPR
chr1	32864296	32870746	Q8NAU1-1	-	FNDC5_HUMAN	FNDC5	FRCP2
chr1	32888898	32893859	P84074	+	HPCA_HUMAN	HPCA	BDR2
chr1	32894807	32901238	Q969K7-1	-	TMM54_HUMAN	TMEM54	BCLP; CAC1
chr1	32936808	32964685	Q6ZMZ0-1	-	RN19B_HUMAN	RNF19B	IBRDC3; NKLAM
chr1	33013183	33036828	P54819-1	-	KAD2_HUMAN	AK2	ADK2
chr1	33082249	33120179	Q96A70-1	+	AZIN2_HUMAN	AZIN2	ADC; KIAA1945; ODCP
chr1	33147179	33181432	Q9BVG3-1	-	TRI62_HUMAN	TRIM62	
chr1	33270574	33299043	Q5T0B9	+	ZN362_HUMAN	ZNF362	
chr1	33306768	33321098	U3KPV4	-	A3LT2_HUMAN	A3GALT2	A3GALT2P; IGBS3S
chr1	33324867	33375539	Q8IXK0-1	-	PHC2_HUMAN	PHC2	EDR2; PH2
chr1	33479288	33495473	P17040-1	+	ZSC20_HUMAN	ZSCAN20	KOX29; ZNF31; ZNF360
chr1	33519520	34165813	Q7Z408-1	-	CSMD2_HUMAN	CSMD2	KIAA1884
chr1	33864191	33864749	Q8WW32	+	HMGB4_HUMAN	HMGB4	
chr1	34177789	34218758	Q6P1W5-1	+	CA094_HUMAN	C1orf94	
chr1	34757330	34758149	O95377	+	CXB5_HUMAN	GJB5	
chr1	34761254	34762052	Q9NTQ9	+	CXB4_HUMAN	GJB4	
chr1	34784762	34785572	O75712	+	CXB3_HUMAN	GJB3	CX31
chr1	34794213	34795212	P35212	+	CXA4_HUMAN	GJA4	
chr1	34855701	34855977	Q96EX1	-	SIM12_HUMAN	SMIM12	C1orf212
chr1	34866085	34905383	O95886	-	DLGP3_HUMAN	DLGAP3	DAP3
chr1	34981946	34985305	Q8NCS4	-	TM35B_HUMAN	TMEM35B	ZMYM6NB
chr1	34987106	35030639	O95789-3	-	ZMYM6_HUMAN	ZMYM6	Buster2; KIAA1353; ZNF258
chr1	35093987	35115256	Q5SVZ6	+	ZMYM1_HUMAN	ZMYM1	
chr1	35184458	35193049	P23246-1	-	SFPQ_HUMAN	SFPQ	PSF
chr1	35269046	35419674	Q5VZL5-1	+	ZMYM4_HUMAN	ZMYM4	KIAA0425; ZNF262
chr1	35434896	35554491	Q8IZA0-1	-	K319L_HUMAN	KIAA0319L	AAVR; KIAA1837
chr1	35558190	35565660	Q9UBB6-1	+	NCDN_HUMAN	NCDN	KIAA0607
chr1	35573577	35594673	Q6VUC0	+	AP2E_HUMAN	TFAP2E	
chr1	35603269	35641432	P49721	-	PSB2_HUMAN	PSMB2	
chr1	35715634	35716321	Q8TAB5	-	CA216_HUMAN	C1orf216	
chr1	35736498	35769870	Q9HAW4-1	-	CLSPN_HUMAN	CLSPN	
chr1	35808416	35853602	Q9HCK5	+	AGO4_HUMAN	AGO4	EIF2C4; KIAA1567
chr1	35883421	35919604	Q9UL18	+	AGO1_HUMAN	AGO1	EIF2C1
chr1	35931426	36055742	Q9H9G7-1	+	AGO3_HUMAN	AGO3	EIF2C3
chr1	36084921	36088183	Q9UIF3	+	TEKT2_HUMAN	TEKT2	
chr1	36088904	36093383	Q9NX46	+	ARHL2_HUMAN	ADPRHL2	ARH3
chr1	36097571	36100242	P25067	-	CO8A2_HUMAN	COL8A2	
chr1	36137205	36149378	O43617-1	-	TPPC3_HUMAN	TRAPPC3	BET3
chr1	36156417	36180255	Q3KQU3-1	+	MA7D1_HUMAN	MAP7D1	KIAA1187; PARCC1; RPRC1
chr1	36282563	36304014	Q9Y2W1	+	TR150_HUMAN	THRAP3	TRAP150
chr1	36307197	36307524	A4FU49-1	+	SH321_HUMAN	SH3D21	C1orf113
chr1	36307771	36321124	A4FU49-1	+	SH321_HUMAN	SH3D21	C1orf113
chr1	36322297	36323037	Q9NVM1	-	EVA1B_HUMAN	EVA1B	C1orf78; FAM176B
chr1	36341757	36361332	Q8N2I9-1	-	STK40_HUMAN	STK40	SGK495; SHIK
chr1	36393760	36394129	Q969L4	-	LSM10_HUMAN	LSM10	
chr1	36418141	36450369	Q8WVF1-1	-	OSCP1_HUMAN	OSCP1	C1orf102; NOR1
chr1	36455790	36464275	P82914	-	RT15_HUMAN	MRPS15	RPMS15
chr1	36466359	36479496	Q99062-1	-	CSF3R_HUMAN	CSF3R	GCSFR
chr1	36801853	37034108	Q13003-1	-	GRIK3_HUMAN	GRIK3	GLUR7
chr1	37475496	37483608	Q5D1E8	+	ZC12A_HUMAN	ZC3H12A	MCPIP; MCPIP1
chr1	37494101	37514746	Q9HAF1-1	-	EAF6_HUMAN	MEAF6	C1orf149; CENP-28; EAF6
chr1	37537750	37554229	Q8TAD8	-	SNIP1_HUMAN	SNIP1	
chr1	37556994	37565058	O14645-1	+	IDLC_HUMAN	DNALI1	
chr1	37566857	37595822	Q13823	-	NOG2_HUMAN	GNL2	NGP1
chr1	37612757	37629661	Q2MKA7-1	-	RSPO1_HUMAN	RSPO1	
chr1	37683125	37689880	Q9NX04-1	-	CA109_HUMAN	C1orf109	
chr1	37692690	37708363	Q53HL2	+	BOREA_HUMAN	CDCA8	PESCRG3
chr1	37715996	37765066	Q5JZY3-1	-	EPHAA_HUMAN	EPHA10	
chr1	37794182	37800200	Q5VSG8-1	+	MANEL_HUMAN	MANEAL	
chr1	37803927	37808180	Q86U90	-	YRDC_HUMAN	YRDC	DRIP3; IRIP
chr1	37808404	37809070	Q6ZSJ8-1	+	CA122_HUMAN	C1orf122	
chr1	37815138	37857658	Q14872	-	MTF1_HUMAN	MTF1	
chr1	37862317	37946308	P32019-1	-	I5P2_HUMAN	INPP5B	OCRL2
chr1	37958188	37989965	Q12874	-	SF3A3_HUMAN	SF3A3	SAP61
chr1	37997407	37999412	Q13643	-	FHL3_HUMAN	FHL3	SLIM2
chr1	38012802	38023625	Q9Y3A2-1	+	UTP11_HUMAN	UTP11	UTP11L
chr1	38045390	38046743	Q03052	-	PO3F1_HUMAN	POU3F1	OCT6; OTF6
chr1	38839555	38859646	Q9HB90	-	RRAGC_HUMAN	RRAGC	
chr1	38864672	38873305	Q99417	-	MYCBP_HUMAN	MYCBP	AMY1
chr1	38874553	38876098	P57773-1	-	CXA9_HUMAN	GJA9	GJA10
chr1	38886506	38919212	Q9NX52-1	-	RHBL2_HUMAN	RHBDL2	
chr1	38991380	39004052	Q9H9L7-1	+	AKIR1_HUMAN	AKIRIN1	C1orf108
chr1	39028724	39034493	O43920	+	NDUS5_HUMAN	NDUFS5	
chr1	39084218	39485791	Q9UPN3-1	+	MACF1_HUMAN	MACF1	ABP620; ACF7; KIAA0465; KIAA1251
chr1	39410673	39414546	O94854-1	+	K0754_HUMAN	KIAA0754	
chr1	39491991	39525795	Q7Z5Y6	+	BMP8A_HUMAN	BMP8A	
chr1	39561700	39575951	Q13310-1	-	PABP4_HUMAN	PABPC4	APP1; PABP4
chr1	39626509	39639625	Q9NQ87	-	HEYL_HUMAN	HEYL	BHLHB33; HRT3
chr1	39659123	39672038	Q9BXI3	-	5NT1A_HUMAN	NT5C1A	
chr1	39682538	39684603	Q9UM19	-	HPCL4_HUMAN	HPCAL4	
chr1	39738900	39753352	Q9UNP9-1	+	PPIE_HUMAN	PPIE	CYP33
chr1	39760421	39788485	P34820-1	-	BMP8B_HUMAN	BMP8B	BMP8
chr1	39769704	39771255	Q9BYC2	-	SCOT2_HUMAN	OXCT2	
chr1	39841746	39883491	Q9H3H1-1	-	MOD5_HUMAN	TRIT1	IPT; MOD5
chr1	39897374	39901434	P12524-1	-	MYCL_HUMAN	MYCL	BHLHE38; LMYC; MYCL1
chr1	39955292	39969565	Q8NA29-1	+	NLS1_HUMAN	MFSD2A	MFSD2; NLS1
chr1	40059346	40071530	Q01518-1	+	CAP1_HUMAN	CAP1	CAP
chr1	40074063	40097238	P50897-1	-	PPT1_HUMAN	PPT1	CLN1; PPT
chr1	40161399	40240444	Q13129	+	RLF_HUMAN	RLF	
chr1	40247993	40251591	Q7Z6W1	+	TMCO2_HUMAN	TMCO2	
chr1	40258271	40292666	O75844	+	FACE1_HUMAN	ZMPSTE24	FACE1; STE24
chr1	40301184	40317197	Q14055	-	CO9A2_HUMAN	COL9A2	
chr1	40374120	40422098	Q8WU79-1	+	SMAP2_HUMAN	SMAP2	SMAP1L
chr1	40450961	40463586	Q9UJL9-1	+	ZF69B_HUMAN	ZFP69B	ZNF643
chr1	40479361	40496056	Q49AA0	+	ZFP69_HUMAN	ZFP69	ZNF642
chr1	40514544	40515663	Q9H790	+	EXO5_HUMAN	EXO5	C1orf176; DEM1
chr1	40533166	40547457	Q5T5D7	+	ZN684_HUMAN	ZNF684	
chr1	40626519	40641925	Q9UJD0-1	-	RIMS3_HUMAN	RIMS3	KIAA0237
chr1	40738843	40770825	Q13952-1	+	NFYC_HUMAN	NFYC	
chr1	40784093	40838520	P56696-1	+	KCNQ4_HUMAN	KCNQ4	
chr1	40861575	40862127	Q96RK1	-	CITE4_HUMAN	CITED4	MRG2
chr1	40983290	41010242	P17812-1	+	PYRG1_HUMAN	CTPS1	CTPS
chr1	41016108	41020660	Q499Z3-1	-	SLNL1_HUMAN	SLFNL1	
chr1	41028196	41152674	Q96GD3-1	-	SCMH1_HUMAN	SCMH1	
chr1	41479411	41484601	P20800	-	EDN2_HUMAN	EDN2	
chr1	41510453	41584797	Q5T1R4-1	-	ZEP3_HUMAN	HIVEP3	KBP1; KIAA1555; KRC; ZAS3
chr1	42153450	42155593	Q16661	+	GUC2B_HUMAN	GUCA2B	
chr1	42162908	42164712	Q02747	-	GUC2A_HUMAN	GUCA2A	GUCA2
chr1	42179712	42311093	Q9UPW0-1	-	FOXJ3_HUMAN	FOXJ3	KIAA1041
chr1	42380934	42414971	Q8IXN7	+	RIMKA_HUMAN	RIMKLA	FAM80A
chr1	42430738	42455997	Q9H0C1	-	ZMY12_HUMAN	ZMYND12	
chr1	42456565	42459923	Q9HAB8-1	+	PPCS_HUMAN	PPCS	COAB
chr1	42536484	42654025	Q5VVM6-1	+	CCD30_HUMAN	CCDC30	PFDN6L
chr1	42658446	42667416	O43447-1	+	PPIH_HUMAN	PPIH	CYP20; CYPH
chr1	42682565	42701012	P67809	+	YBOX1_HUMAN	YBX1	NSEP1; YB1
chr1	42735088	42740063	Q8N6F1-1	-	CLD19_HUMAN	CLDN19	
chr1	42746699	42766971	Q32P28-1	-	P3H1_HUMAN	P3H1	GROS1; LEPRE1
chr1	42767311	42775391	Q9BV19	+	CA050_HUMAN	C1orf50	
chr1	42789432	42798222	A0A1B0GVZ9	+	TM269_HUMAN	TMEM269	
chr1	42807416	42816544	Q8N300	-	SVBP_HUMAN	SVBP	CCDC23
chr1	42830448	42843229	Q96PL5	+	ERMAP_HUMAN	ERMAP	RD; SC
chr1	42849658	42851948	Q5VV52-1	+	ZN691_HUMAN	ZNF691	
chr1	42927043	42958651	P11166	-	GTR1_HUMAN	SLC2A1	GLUT1
chr1	43147951	43156310	A6NL82	+	F183A_HUMAN	FAM183A	
chr1	43164445	43172118	Q99848	-	EBP2_HUMAN	EBNA1BP2	EBP2
chr1	43172753	43254188	Q96MR6-1	+	CFA57_HUMAN	CFAP57	WDR65
chr1	43272722	43273379	Q96AQ2	+	TM125_HUMAN	TMEM125	
chr1	43282787	43283270	Q8IVY1	-	CA210_HUMAN	C1orf210	
chr1	43301071	43322719	P35590-1	+	TIE1_HUMAN	TIE1	TIE
chr1	43337848	43352769	P40238-1	+	TPOR_HUMAN	MPL	TPOR
chr1	43359215	43363126	Q12834	+	CDC20_HUMAN	CDC20	
chr1	43363918	43365609	Q9BW60-1	-	ELOV1_HUMAN	ELOVL1	SSC1
chr1	43384551	43389764	Q96G25-1	-	MED8_HUMAN	MED8	
chr1	43389968	43450477	Q5T011-1	+	SZT2_HUMAN	SZT2	C1orf84; KIAA0467
chr1	43451240	43453793	Q5T013-1	-	HYI_HUMAN	HYI	
chr1	43545075	43622000	P10586-1	+	PTPRF_HUMAN	PTPRF	LAR
chr1	43653175	43704367	O75164-1	+	KDM4A_HUMAN	KDM4A	JHDM3A; JMJD2; JMJD2A; KIAA0677
chr1	43736262	43930218	Q11203-1	+	SIAT6_HUMAN	ST3GAL3	SIAT6
chr1	43935656	43936762	Q5T4W7-1	+	ARTN_HUMAN	ARTN	EVN
chr1	43947600	43967679	O94829	+	IPO13_HUMAN	IPO13	KIAA0724; RANBP13
chr1	43970175	43972536	Q9BQC3-1	+	DPH2_HUMAN	DPH2	DPH2L2
chr1	43975040	43978004	Q99437-1	+	VATO_HUMAN	ATP6V0B	ATP6F
chr1	43981160	43990445	O60909-1	+	B4GT2_HUMAN	B4GALT2	
chr1	43991878	43996157	Q8N4L8-1	+	CCD24_HUMAN	CCDC24	
chr1	43997547	44017133	P48067-1	-	SC6A9_HUMAN	SLC6A9	
chr1	44118907	44130753	Q5JT82	+	KLF17_HUMAN	KLF17	ZNF393
chr1	44213753	44220615	Q9NPF5	+	DMAP1_HUMAN	DMAP1	KIAA1425
chr1	44221560	44355026	O43414-1	-	ERI3_HUMAN	ERI3	PINT1; PRNPIP; PRNPIP1
chr1	44412097	44650772	Q5VTB9-1	+	RN220_HUMAN	RNF220	C1orf164
chr1	44654561	44674391	Q6P2H8-1	-	TMM53_HUMAN	TMEM53	
chr1	44689697	44725400	Q6PIY5-1	+	CA228_HUMAN	C1orf228	NCRNA00082
chr1	44739932	44767176	Q99661-1	+	KIF2C_HUMAN	KIF2C	KNSL6
chr1	44775596	44778682	P62241	+	RS8_HUMAN	RPS8	
chr1	44784212	44787705	Q8NFU0	-	BEST4_HUMAN	BEST4	VMD2L2
chr1	44800463	44805675	Q9H4B4	+	PLK3_HUMAN	PLK3	CNK; FNK; PRK
chr1	44806005	44806668	Q5JR98	-	TC1D4_HUMAN	TCTEX1D4	
chr1	44808820	44813769	C9JJ37-1	+	BTBDJ_HUMAN	BTBD19	
chr1	44822417	44842932	Q9Y6C5-1	-	PTC2_HUMAN	PTCH2	
chr1	44850953	44981168	Q9NR50-1	-	EI2BG_HUMAN	EIF2B3	
chr1	45003494	45011257	Q5T447-1	-	HECD3_HUMAN	HECTD3	
chr1	45012265	45015495	P06132	+	DCUP_HUMAN	UROD	
chr1	45018456	45206350	Q9P217	-	ZSWM5_HUMAN	ZSWIM5	KIAA1511
chr1	45327148	45328261	Q96IR7	+	HPDL_HUMAN	HPDL	GLOXD1
chr1	45329308	45340254	Q9UIF7-1	-	MUTYH_HUMAN	MUTYH	MYH
chr1	45340252	45343699	Q96GM8-1	+	TOE1_HUMAN	TOE1	
chr1	45344842	45457785	Q96S53-1	-	TESK2_HUMAN	TESK2	
